song,artist,duration,danceability,energy,acousticness,instrumentalness,liveness,loudness,speechiness,valence,tempo
Don't Stop 'Til You Get Enough,Michael Jackson,365466,0.878,0.821,0.126,0.0461,0.183,-9.875,0.089,0.947,118.881
Let It Be - Remastered,The Beatles,243026,0.443,0.403,0.631,0.0,0.111,-8.339,0.0322,0.41,143.462
Don't Be Cruel,Elvis Presley,123346,0.717,0.564,0.85,4.04e-05,0.103,-11.696,0.14,0.884,84.538
Papa Was A Rollin' Stone - Single Version,The Temptations,411360,0.754,0.592,0.613,0.0153,0.0675,-8.808,0.0683,0.835,120.283
Rolling in the Deep,Adele,228093,0.73,0.77,0.138,0.0,0.0473,-5.114,0.0298,0.507,104.948
Living For The City,Stevie Wonder,442866,0.589,0.585,0.0915,0.0,0.291,-9.958,0.076,0.455,99.298
Gloria (feat. Van Morrison) - Mono Version,Them,159106,0.621,0.939,0.22,0.014,0.185,-6.761,0.0817,0.595,128.434
Try A Little Tenderness,Otis Redding,200626,0.569,0.126,0.177,3.54e-05,0.478,-16.028,0.0537,0.066,103.073
I Wanna Be Your Dog,The Stooges,188560,0.527,0.871,0.0229,0.155,0.419,-8.708,0.0354,0.107,120.722
1979,The Smashing Pumpkins,265893,0.768,0.744,0.0218,0.712,0.063,-11.267,0.0338,0.963,127.036
The Girl From Ipanema,Stan Getz,166333,0.687,0.113,0.861,0.000219,0.0926,-19.521,0.0455,0.488,130.37
You Send Me,Sam Cooke,162906,0.557,0.304,0.884,0.0,0.161,-10.259,0.0305,0.493,96.517
Wild Thing,The Troggs,154986,0.446,0.92,0.754,0.0514,0.239,-4.228,0.183,0.656,203.034
Ziggy Stardust - 2012 Remastered Version,David Bowie,193577,0.498,0.593,0.0476,3.42e-06,0.332,-11.72,0.0985,0.466,79.47
In the Midnight Hour,Wilson Pickett,157160,0.75,0.444,0.12,3.69e-06,0.118,-8.63,0.0403,0.849,111.919
Wichita Lineman - Remastered 2001,Glen Campbell,186200,0.192,0.392,0.326,0.000199,0.248,-11.667,0.0328,0.391,172.312
I Got You (I Feel Good),James Brown,168000,0.598,0.531,0.331,1.51e-06,0.0938,-7.484,0.0954,0.696,70.469
Idioteque,Radiohead,309093,0.615,0.931,0.0352,2.37e-05,0.0914,-7.8,0.24,0.53,137.544
Sunshine Of Your Love,Cream,250000,0.684,0.482,0.475,7.32e-05,0.118,-12.59,0.0384,0.785,115.066
Search and Destroy - Iggy Pop Mix,The Stooges,208133,0.235,0.977,0.00353,0.00604,0.172,0.878,0.107,0.241,152.952
While My Guitar Gently Weeps - Remastered,The Beatles,285000,0.453,0.654,0.0205,0.00395,0.172,-8.855,0.0317,0.702,115.0
Ever Fallen in Love (With Someone You Shouldn't've?) - 1996 Remastered Version,Buzzcocks,163693,0.266,0.831,0.000862,0.0,0.0555,-9.07,0.0453,0.778,175.514
The Times They Are A-Changin',Bob Dylan,192053,0.389,0.396,0.887,0.0,0.0828,-7.999,0.0332,0.585,171.86
With Or Without You - Remastered,U2,295520,0.538,0.432,0.000185,0.309,0.139,-11.882,0.0295,0.116,110.181
Mystery Train,Elvis Presley,148093,0.697,0.381,0.304,0.00185,0.133,-16.694,0.035,0.693,120.387
Leader Of The Pack,The Shangri-Las,171973,0.378,0.617,0.835,1.9e-06,0.149,-6.15,0.106,0.324,130.65
Let's Get It On,Marvin Gaye,290973,0.546,0.595,0.0358,1.03e-06,0.0721,-10.663,0.048,0.584,168.354
La Bamba,Ritchie Valens,128759,0.57,0.815,0.653,0.00124,0.386,-5.468,0.0445,0.91,73.786
Dance Yrself Clean,LCD Soundsystem,536471,0.739,0.611,0.00557,0.725,0.04,-9.829,0.0622,0.794,98.004
Relax,Frankie Goes To Hollywood,236786,0.677,0.83,0.295,1.04e-05,0.0295,-8.147,0.0389,0.705,114.921
The Model - 2009 Remaster,Kraftwerk,220533,0.708,0.683,0.00122,0.643,0.121,-7.768,0.0344,0.463,123.602
Rebellion (Lies),Arcade Fire,310893,0.4,0.934,0.00787,0.513,0.338,-5.696,0.0344,0.731,127.09
Don't Worry Baby (Mono) - Remastered,The Beach Boys,168706,0.54,0.413,0.0337,7.91e-06,0.122,-8.234,0.029,0.788,121.125
Debaser,Pixies,173173,0.487,0.885,0.000397,0.347,0.0973,-12.005,0.0427,0.579,135.516
Sweet Jane,The Velvet Underground,249133,0.625,0.564,0.0205,0.0,0.331,-8.894,0.0273,0.94,105.22
Why Do Fools Fall In Love,Frankie Lymon & The Teenagers,142866,0.4,0.61,0.44,0.000269,0.0914,-5.741,0.109,0.824,173.506
Running Up That Hill (A Deal With God),Kate Bush,298933,0.629,0.547,0.72,0.00314,0.0604,-13.123,0.055,0.197,108.375
Beat It,Michael Jackson,258040,0.779,0.867,0.0491,7.98e-06,0.197,-3.704,0.0457,0.915,138.858
Wish You Were Here - 2011 Remastered Version,Pink Floyd,334743,0.481,0.262,0.735,0.0114,0.832,-15.73,0.0414,0.375,122.883
Sabotage - 2009 Digital Remaster,Beastie Boys,178293,0.32,0.943,0.00497,0.192,0.0984,-5.789,0.126,0.49,166.524
Alone Again Or,Love,197013,0.307,0.379,0.684,0.000577,0.113,-11.8,0.031,0.184,173.728
One More Time,Daft Punk,320357,0.613,0.697,0.0194,0.0,0.332,-8.618,0.133,0.476,122.746
Green Light,Lorde,234652,0.594,0.721,0.0209,8.55e-06,0.0879,-7.812,0.0957,0.253,128.942
Over And Over,Hot Chip,347880,0.774,0.794,0.00824,0.00317,0.08,-4.446,0.0358,0.724,120.002
All the Young Dudes,Mott The Hoople,211066,0.429,0.668,0.208,0.0,0.538,-7.539,0.044,0.398,77.737
The Boys Are Back In Town,Thin Lizzy,266720,0.319,0.712,0.242,0.000414,0.294,-9.742,0.0535,0.773,78.114
Lose Yourself - Soundtrack Version,Eminem,326640,0.69,0.747,0.0094,0.000709,0.355,-4.583,0.264,0.0701,171.367
212,Azealia Banks,204879,0.83,0.768,0.0117,0.00017,0.0743,-5.564,0.264,0.631,125.972
Firestarter,The Prodigy,279800,0.532,0.948,0.00325,0.449,0.14,-5.153,0.0818,0.376,141.513
Kick Out the Jams,MC5,160533,0.316,0.921,0.00407,0.0,0.37,-3.491,0.0708,0.723,145.559
See Emily Play - 2001 Remastered Version,Pink Floyd,167213,0.428,0.747,0.0612,2.9e-06,0.474,-7.726,0.0389,0.425,124.062
Two Weeks,Grizzly Bear,243160,0.537,0.712,0.289,0.00568,0.08,-5.597,0.0286,0.704,159.871
Girls and Boys - 2012 Remaster,Blur,291200,0.688,0.936,0.0138,0.0,0.068,-6.658,0.0377,0.924,120.135
Son Of A Preacher Man,Dusty Springfield,144333,0.562,0.443,0.197,0.0,0.115,-13.165,0.0524,0.735,90.279
Cannonball,The Breeders,213693,0.506,0.761,0.00938,0.782,0.298,-9.765,0.0404,0.745,112.511
B.O.B. - Bombs Over Baghdad,Outkast,304226,0.746,0.978,0.0555,4.11e-05,0.026,-5.324,0.0978,0.653,153.809
Thinkin Bout You,Frank Ocean,200746,0.721,0.339,0.409,0.00153,0.0973,-11.195,0.0532,0.2,129.83
Many Rivers To Cross,Jimmy Cliff,161826,0.372,0.39,0.718,0.0414,0.132,-9.618,0.0461,0.163,140.218
Gold Digger,Kanye West,207626,0.646,0.696,0.0192,0.0,0.0762,-5.572,0.342,0.625,92.88
Israelites,Desmond Dekker & The Aces,156200,0.805,0.472,0.0922,0.331,0.0808,-11.304,0.0481,0.975,146.933
Something - Remastered,The Beatles,182293,0.396,0.338,0.198,2.62e-06,0.138,-10.872,0.0304,0.377,133.522
Ring Of Fire - Single Version,Johnny Cash,155826,0.664,0.39,0.197,0.000327,0.401,-11.766,0.0279,0.625,104.57
Sexual Healing,Marvin Gaye,238600,0.805,0.602,0.119,0.000122,0.0581,-9.7,0.0579,0.744,94.382
Cross Road Blues,Robert Johnson,149560,0.675,0.311,0.93,0.000261,0.102,-11.959,0.0525,0.638,97.159
Highway To Hell,AC/DC,208400,0.575,0.927,0.0644,0.00134,0.164,-4.791,0.151,0.414,115.77
Born To Be Wild,Steppenwolf,210373,0.438,0.71,0.262,0.537,0.221,-12.412,0.0919,0.53,145.928
Da Funk,Daft Punk,328680,0.806,0.7,0.00196,0.891,0.267,-5.269,0.0752,0.892,111.215
Theme From Shaft,Isaac Hayes,276066,0.484,0.439,0.0356,4.74e-06,0.163,-20.487,0.0514,0.618,120.778
Brass in Pocket,Pretenders,184093,0.766,0.655,0.721,0.0,0.243,-6.676,0.0324,0.815,97.771
"Shake, Rattle and Roll",Big Joe Turner,179626,0.612,0.584,0.788,3.13e-06,0.193,-6.296,0.0623,0.845,154.704
(I'm Your) Hoochie Coochie Man,Muddy Waters,167426,0.701,0.252,0.829,0.0,0.0704,-15.636,0.128,0.862,73.627
Jesus Walks,Kanye West,193733,0.637,0.834,0.614,0.0,0.317,-4.686,0.323,0.715,87.312
Suzanne,Leonard Cohen,227200,0.402,0.102,0.938,0.000278,0.112,-21.048,0.0401,0.307,132.248
Bye Bye Love,The Everly Brothers,142906,0.547,0.523,0.724,0.0,0.103,-9.176,0.0572,0.89,169.598
Windowlicker,Aphex Twin,368400,0.698,0.789,0.132,0.0091,0.366,-4.936,0.163,0.492,123.016
Heartbeats,The Knife,231800,0.646,0.751,0.0193,7.85e-05,0.113,-4.876,0.032,0.447,87.979
School's Out,Alice Cooper,210106,0.294,0.745,0.05,0.125,0.676,-9.138,0.0461,0.347,134.364
Stop! In The Name Of Love,The Supremes,171613,0.588,0.689,0.744,0.0,0.111,-3.496,0.0293,0.492,115.907
La Vie en rose,Édith Piaf,187733,0.371,0.278,0.981,0.0,0.272,-8.596,0.0303,0.338,82.331
Fell In Love With a Girl,The White Stripes,110093,0.213,0.977,0.673,9.98e-05,0.849,-1.648,0.161,0.356,90.403
Enter Sandman,Metallica,331573,0.579,0.824,0.00206,0.00903,0.059,-8.71,0.03,0.635,123.331
Je t'aime moi non plus,Serge Gainsbourg,262160,0.458,0.52,0.0356,0.0216,0.204,-9.178,0.0291,0.524,82.448
Where Is My Mind?,Pixies,236973,0.518,0.436,0.0157,0.000621,0.079,-14.134,0.0349,0.27,80.88
96 Tears,? & The Mysterians,176400,0.65,0.569,0.0658,3.39e-05,0.0796,-5.962,0.034,0.863,123.665
Stan,Eminem,404106,0.78,0.768,0.0371,2.34e-06,0.518,-4.325,0.238,0.507,80.063
Radio Free Europe,R.E.M.,245786,0.366,0.863,0.00135,0.014,0.126,-7.087,0.0502,0.704,155.149
Bring The Noise,Public Enemy,226040,0.774,0.831,0.0679,0.0,0.062,-12.226,0.249,0.807,110.173
Ace Of Spades,Motörhead,166706,0.324,0.991,0.00247,0.00895,0.104,-4.465,0.197,0.195,140.245
Where Did Our Love Go - Stereo Version,The Supremes,151440,0.562,0.54,0.803,3.86e-06,0.106,-7.875,0.0365,0.793,134.676
Teen Age Riot,Sonic Youth,418946,0.236,0.969,0.00571,0.0955,0.0822,-5.529,0.0485,0.735,159.415
(Your Love Keeps Lifting Me) Higher and Higher,Jackie Wilson,176933,0.576,0.812,0.0709,0.0,0.0644,-7.439,0.0638,0.964,96.319
Wake Up,Arcade Fire,335333,0.254,0.787,0.111,0.0449,0.105,-4.813,0.0365,0.301,139.389
Rumble,Link Wray,144653,0.556,0.72,0.0904,0.000107,0.0968,-6.959,0.0354,0.502,84.852
Gimme Some Lovin' - Single Mix,The Spencer Davis Group,173973,0.493,0.688,0.0126,0.256,0.38,-8.143,0.0321,0.533,147.403
Gloria: In Excelsis Deo,Patti Smith,354320,0.422,0.814,0.118,5.3e-06,0.115,-7.365,0.195,0.411,147.065
Back In Black,AC/DC,255200,0.436,0.71,0.0113,0.00811,0.0767,-5.666,0.035,0.735,92.887
Tumbling Dice,The Rolling Stones,226333,0.615,0.91,0.5,0.511,0.281,-4.248,0.0347,0.77,111.013
Summer in the City - Remastered,The Lovin' Spoonful,160306,0.423,0.681,0.0592,0.000177,0.0889,-9.756,0.0398,0.56,110.461
Blind,Hercules & Love Affair,376973,0.708,0.931,0.00388,0.000656,0.0392,-6.052,0.0328,0.594,118.588
Killing In The Name,Rage Against The Machine,314000,0.453,0.78,0.0178,2.14e-06,0.031,-6.497,0.279,0.712,85.366
Only the Lonely (Know the Way I Feel),Roy Orbison,145400,0.561,0.505,0.381,0.00441,0.196,-10.788,0.0281,0.948,123.303
Just Like Heaven,The Cure,212826,0.439,0.837,0.0808,0.0024,0.115,-11.548,0.0336,0.511,151.994
Sweet Dreams (Are Made of This) - Remastered,Eurythmics,216933,0.692,0.711,0.225,0.0,0.12,-7.498,0.0317,0.875,125.135
Young Folks,Peter Bjorn and John,276693,0.699,0.812,0.0164,0.000763,0.105,-6.005,0.0377,0.662,138.185
Seventeen,Sharon Van Etten,265920,0.538,0.77,0.0158,0.214,0.0686,-7.376,0.0487,0.238,127.103
Sweet Home Alabama,Lynyrd Skynyrd,282026,0.588,0.628,0.151,0.000655,0.0837,-11.364,0.0252,0.934,98.212
I Can't Explain - Original Mono Version,The Who,125933,0.529,0.547,0.0782,0.0,0.0738,-9.295,0.0473,0.803,138.708
Groove Is in the Heart,Deee-Lite,231786,0.694,0.881,0.0153,0.0196,0.0851,-4.053,0.0701,0.924,121.554
Float On,Modest Mouse,208466,0.649,0.888,0.013,2.23e-06,0.0888,-4.807,0.0293,0.553,100.975
White Christmas,Bing Crosby,179293,0.347,0.172,0.903,0.0024,0.37,-15.435,0.0328,0.199,97.759
You Can't Always Get What You Want,The Rolling Stones,448720,0.319,0.627,0.675,7.29e-05,0.289,-9.611,0.0687,0.497,85.818
Move on Up - Extended Version,Curtis Mayfield,535333,0.584,0.975,0.141,0.501,0.101,-6.534,0.0651,0.876,138.341
cellophane,FKA twigs,204066,0.563,0.283,0.872,0.000143,0.0899,-11.858,0.0395,0.228,106.973
I Can't Stand The Rain,Ann Peebles,153226,0.73,0.406,0.246,0.0162,0.0676,-12.334,0.041,0.965,160.656
Free Bird,Lynyrd Skynyrd,543266,0.23,0.828,0.000732,0.191,0.169,-9.321,0.0463,0.488,150.459
Bodak Yellow,Cardi B,223712,0.926,0.703,0.0659,0.0,0.231,-6.337,0.103,0.485,125.022
Lust For Life,Iggy Pop,313800,0.2,0.943,0.0125,0.0,0.139,-8.217,0.0544,0.778,203.243
Heart of Gold,Neil Young,187280,0.538,0.48,0.204,0.0462,0.0955,-9.863,0.0268,0.834,171.773
HUMBLE.,Kendrick Lamar,177000,0.908,0.621,0.000282,5.39e-05,0.0958,-6.638,0.102,0.421,150.011
Ashes to Ashes,David Bowie,263760,0.702,0.788,0.116,1.75e-05,0.192,-10.335,0.0472,0.846,120.788
King Kunta,Kendrick Lamar,234693,0.884,0.657,0.00589,0.0,0.154,-4.569,0.0977,0.489,107.059
I Say a Little Prayer,Aretha Franklin,216773,0.592,0.355,0.478,0.0,0.0585,-14.051,0.0352,0.499,133.032
West End Blues,Louis Armstrong & His Hot Five,196600,0.602,0.206,0.986,0.372,0.0729,-12.063,0.0457,0.41,83.693
I Can See For Miles - Mono Version,The Who,245800,0.355,0.841,0.0418,1.27e-05,0.0973,-6.479,0.0991,0.17,130.792
I Get Around (Mono),The Beach Boys,134386,0.39,0.625,0.36,0.0,0.0663,-7.813,0.0537,0.514,144.338
More Than a Feeling,Boston,285133,0.377,0.682,0.000894,0.00217,0.0504,-8.039,0.0299,0.288,108.736
I Am The Walrus - Remastered,The Beatles,275866,0.401,0.556,0.0828,0.000359,0.589,-10.532,0.0513,0.654,85.206
Under the Bridge,Red Hot Chili Peppers,264306,0.559,0.345,0.0576,0.000105,0.141,-13.496,0.0459,0.458,84.581
Around the World,Daft Punk,429533,0.956,0.795,0.00356,0.889,0.0906,-5.311,0.15,0.841,121.294
Lola,The Kinks,240000,0.473,0.917,0.582,0.231,0.273,-4.176,0.0395,0.902,152.108
Georgia On My Mind,Ray Charles,216613,0.282,0.247,0.839,0.0,0.144,-11.838,0.0305,0.255,112.146
Do You Realize??,The Flaming Lips,213173,0.464,0.797,0.006,0.000304,0.392,-5.244,0.0333,0.547,129.964
Hey Joe,Jimi Hendrix,210160,0.346,0.768,0.00603,0.38,0.0244,-5.695,0.0377,0.532,169.492
It's The End Of The World As We Know It (And I Feel Fine),R.E.M.,246933,0.381,0.894,0.0258,0.0,0.0251,-8.638,0.037,0.797,205.528
Body and Soul,Coleman Hawkins,182360,0.659,0.113,0.976,0.88,0.179,-16.756,0.0569,0.738,95.063
Dazed and Confused - 1990 Remaster,Led Zeppelin,386373,0.271,0.553,0.044,0.0096,0.0999,-9.526,0.0472,0.433,86.762
1901,Phoenix,193120,0.592,0.84,0.0558,2.3e-05,0.194,-5.394,0.0429,0.696,144.081
Fight For Your Right,Beastie Boys,207400,0.669,0.76,0.138,0.0115,0.0876,-10.301,0.0344,0.591,133.7
Archangel,Burial,242426,0.617,0.849,0.463,0.516,0.116,-10.123,0.165,0.521,135.277
Ticket To Ride - Remastered,The Beatles,189680,0.519,0.85,0.0457,0.0,0.233,-6.777,0.0678,0.749,123.419
Sultans Of Swing,Dire Straits,348624,0.731,0.797,0.0771,0.0248,0.334,-9.992,0.0309,0.933,148.192
Fools Gold - Remastered,The Stone Roses,594453,0.731,0.875,0.000367,0.858,0.289,-6.393,0.0457,0.164,112.78
Crying,Roy Orbison,166466,0.35,0.293,0.758,8.21e-06,0.104,-9.502,0.0258,0.162,96.685
West End Girls - 2001 Remaster,Pet Shop Boys,245360,0.648,0.947,0.0114,0.0567,0.105,-6.617,0.0369,0.602,113.255
Rocket 88 - Single Version,Jackie Brenston & His Delta Cats,169720,0.527,0.606,0.815,0.00895,0.113,-7.495,0.0635,0.779,78.013
Chicago,Sufjan Stevens,364613,0.576,0.464,0.562,0.0,0.0893,-9.682,0.03,0.435,125.065
Mannish Boy,Muddy Waters,175786,0.628,0.329,0.775,0.000158,0.0755,-12.61,0.0866,0.504,110.132
Roll Over Beethoven,Chuck Berry,144600,0.707,0.78,0.83,0.0,0.199,-10.142,0.235,0.808,92.653
Instant Karma! (We All Shine On) - Remastered 2010,John Lennon,205133,0.624,0.931,0.000899,0.00144,0.0631,-9.988,0.116,0.141,119.887
Minnie The Moocher (03-03-31),Cab Calloway,192200,0.715,0.197,0.965,0.000191,0.0867,-14.147,0.0842,0.685,110.971
Work,Rihanna,219320,0.725,0.534,0.0752,0.0,0.0919,-6.238,0.0946,0.558,91.974
You Oughta Know,Alanis Morissette,249200,0.66,0.831,0.204,0.0,0.736,-8.195,0.0557,0.43,105.32
Pink Moon,Nick Drake,123173,0.655,0.255,0.85,0.122,0.136,-15.543,0.0429,0.446,82.569
American Pie,Don McLean,515866,0.526,0.509,0.6,0.0,0.144,-10.893,0.0628,0.497,138.318
Fake Plastic Trees,Radiohead,290706,0.454,0.229,0.167,0.102,0.202,-12.592,0.0297,0.134,73.552
I've Been Loving You Too Long,Otis Redding,181666,0.499,0.246,0.7,0.00227,0.0965,-12.806,0.0325,0.152,148.468
No One Knows,Queens of the Stone Age,278746,0.509,0.584,0.0368,9.96e-05,0.384,-4.907,0.057,0.685,170.411
Monkey Gone to Heaven,Pixies,177466,0.652,0.388,0.0167,0.00076,0.32,-12.029,0.0302,0.595,116.433
Somebody to Love,Jefferson Airplane,178146,0.498,0.647,0.322,0.0,0.361,-9.058,0.036,0.579,130.056
Welcome To The Jungle,Guns N' Roses,273600,0.443,0.955,0.0222,0.361,0.297,-8.066,0.0741,0.333,123.423
Loaded,Primal Scream,422426,0.626,0.726,8.65e-05,0.613,0.856,-8.918,0.0584,0.858,91.144
Going Underground,The Jam,174013,0.325,0.815,0.00191,1.22e-06,0.106,-7.489,0.114,0.954,180.182
Round Midnight,Thelonious Monk,191480,0.538,0.252,0.916,0.655,0.0665,-13.889,0.0414,0.206,115.865
Long Tall Sally,Little Richard,128639,0.414,0.667,0.715,0.0,0.152,-7.985,0.0809,0.857,183.643
I Put a Spell on You,Screamin' Jay Hawkins,144360,0.744,0.434,0.583,0.0151,0.0715,-10.807,0.0845,0.939,173.871
Boogie Chillen,John Lee Hooker,189146,0.672,0.374,0.922,0.0452,0.104,-5.327,0.0545,0.372,149.835
Come Together - Remastered,The Beatles,259946,0.533,0.376,0.0302,0.248,0.0926,-11.913,0.0393,0.187,165.007
"Pump Up The Volume (UK 12"" Remix)",M/A/R/R/S,389066,0.765,0.592,0.00102,0.583,0.0487,-15.658,0.0652,0.508,113.232
Ohio,"Crosby, Stills, Nash & Young",183733,0.445,0.529,0.261,0.0162,0.184,-10.94,0.026,0.749,79.296
1999,Prince,379266,0.866,0.73,0.137,0.0,0.0843,-8.201,0.0767,0.625,118.523
Glory Box,Portishead,305560,0.494,0.417,0.182,0.494,0.0708,-10.013,0.0361,0.223,119.857
Mack the Knife - Edit; 2006 Remaster,Bobby Darin,184986,0.443,0.588,0.708,0.0,0.0923,-7.015,0.0561,0.802,166.623
One Nation Under A Groove,Funkadelic,446400,0.786,0.642,0.241,0.000328,0.303,-12.976,0.0429,0.83,122.413
Since U Been Gone,Kelly Clarkson,188960,0.663,0.739,0.00206,0.0586,0.113,-5.354,0.0322,0.382,130.998
Jolene,Dolly Parton,161533,0.674,0.537,0.566,0.0,0.131,-10.971,0.0363,0.809,110.578
Blister in the Sun - 2002 Remastered Version,Violent Femmes,144333,0.701,0.261,0.219,0.0,0.0821,-19.846,0.0938,0.89,97.042
Moondance,Van Morrison,275293,0.625,0.428,0.38,7.87e-06,0.27,-7.813,0.0294,0.584,133.166
Jump,Van Halen,239560,0.547,0.822,0.0745,0.00943,0.0645,-7.201,0.0292,0.774,130.138
Blank Generation,Richard Hell,163000,0.44,0.85,0.129,3.79e-06,0.0959,-6.196,0.165,0.637,138.571
Wild Horses,The Rolling Stones,344386,0.443,0.309,0.666,0.000785,0.0813,-9.75,0.0267,0.178,140.749
Norwegian Wood (This Bird Has Flown) - Remastered,The Beatles,124693,0.425,0.369,0.183,0.00126,0.112,-11.876,0.0379,0.65,176.625
Girls Just Want to Have Fun,Cyndi Lauper,238266,0.71,0.799,0.22,0.000602,0.349,-4.897,0.0328,0.725,120.372
I'm a Believer,The Monkees,166906,0.519,0.772,0.534,1.21e-05,0.271,-6.784,0.0331,0.961,79.618
I Will Survive - Single Version,Gloria Gaynor,195880,0.773,0.829,0.0783,0.00349,0.37,-6.903,0.0713,0.63,115.904
"Another Brick In The Wall, Pt. 2 - 2011 Remastered Version",Pink Floyd,238746,0.694,0.394,0.0781,0.000677,0.247,-15.881,0.0428,0.719,104.126
Roxanne - Remastered 2003,The Police,191500,0.618,0.748,0.0384,4.1e-06,0.0477,-8.905,0.361,0.662,134.001
A Love Supreme Part I: Acknowledgement,John Coltrane Quartet,470296,0.431,0.466,0.454,1.91e-05,0.122,-15.272,0.069,0.44,123.338
The Killing Moon,Echo & the Bunnymen,348293,0.568,0.829,0.218,0.00418,0.0976,-7.066,0.0303,0.79,124.201
Under Pressure,Queen,243426,0.666,0.719,0.523,0.0,0.0751,-7.216,0.0457,0.52,113.549
In The Still Of The Nite,The Five Satins,180333,0.517,0.378,0.832,0.0,0.175,-9.663,0.029,0.237,71.84
Pride (In The Name Of Love) - Remastered 2009,U2,228426,0.458,0.843,0.00135,0.000296,0.778,-7.201,0.0316,0.713,105.701
Da Doo Ron Ron (When He Walked Me Home),The Crystals,140120,0.535,0.797,0.48,3.42e-05,0.141,-7.533,0.0459,0.613,148.835
My Name Is,Eminem,268400,0.861,0.684,0.0503,0.0,0.0912,-6.294,0.323,0.813,85.521
There Goes My Baby - Single Version; 2019 Remaster,The Drifters,130320,0.399,0.679,0.518,0.0,0.625,-3.403,0.0329,0.614,63.993
Wolf Like Me,TV On The Radio,277466,0.357,0.787,0.00175,0.00611,0.115,-4.979,0.0419,0.191,175.882
Just Like Honey,The Jesus and Mary Chain,182493,0.341,0.552,8.02e-05,0.616,0.0591,-10.503,0.0423,0.486,121.361
Bizarre Love Triangle,New Order,263213,0.613,0.885,0.0804,0.746,0.0997,-7.463,0.052,0.919,118.506
Bad Moon Rising,Creedence Clearwater Revival,141600,0.647,0.762,0.0599,3.35e-06,0.0705,-5.856,0.0287,0.93,89.837
You Really Got A Hold On Me,The Miracles,177026,0.686,0.431,0.767,0.0,0.446,-9.658,0.0317,0.545,117.99
Pedestrian at Best,Courtney Barnett,230560,0.479,0.854,4.61e-06,5.72e-05,0.372,-6.101,0.0405,0.535,136.067
Straight Outta Compton,N.W.A.,258687,0.834,0.878,0.0461,0.0,0.334,-9.484,0.15,0.418,102.848
Dance to the Music,Sly & The Family Stone,179426,0.703,0.529,0.0168,0.00057,0.911,-11.112,0.1,0.772,128.059
The End,The Doors,703373,0.347,0.302,0.163,9.17e-05,0.14,-12.104,0.0291,0.0332,105.702
St Louis Blues,Bessie Smith,190720,0.568,0.205,0.993,5.29e-05,0.106,-5.325,0.0404,0.271,69.954
The Loco-Motion,Little Eva,149066,0.637,0.892,0.638,0.00134,0.104,-6.195,0.0456,0.896,129.661
Hannah Hunt,Vampire Weekend,237973,0.345,0.313,0.717,0.000822,0.1,-10.098,0.0681,0.164,207.969
Paid In Full,Eric B. & Rakim,228266,0.902,0.743,0.000755,0.00104,0.0555,-11.136,0.229,0.423,98.944
Such Great Heights,The Postal Service,266346,0.653,0.818,0.00907,0.23,0.0703,-8.125,0.047,0.198,174.984
I've Got a Woman,Ray Charles,171466,0.556,0.61,0.833,2.22e-06,0.258,-4.729,0.213,0.665,199.373
O Superman,Laurie Anderson,505146,0.8,0.024,0.963,0.207,0.101,-20.703,0.0524,0.309,148.57
"Another Girl, Another Planet - 2008 re-mastered version",The Only Ones,181173,0.325,0.838,0.0327,0.00042,0.126,-6.501,0.144,0.449,156.507
Sheena Is A Punk Rocker (Remastered Single Version),Ramones,166240,0.507,0.928,0.184,0.0,0.108,-2.525,0.0326,0.823,176.655
Voodoo Child (Slight Return),Jimi Hendrix,313373,0.214,0.91,0.477,0.00833,0.0517,-6.662,0.389,0.448,175.549
Midnight Train to Georgia,Gladys Knight & The Pips,280093,0.579,0.477,0.127,0.0,0.0974,-8.539,0.0367,0.537,89.724
I Know There's Gonna Be (Good Times),Jamie xx,213622,0.551,0.594,0.119,0.0,0.535,-9.912,0.161,0.507,89.524
Because the Night,Patti Smith,204800,0.466,0.763,0.0542,0.0,0.119,-7.748,0.0391,0.473,123.539
No Scrubs,TLC,214400,0.743,0.675,0.0251,0.000717,0.0685,-4.267,0.0953,0.59,92.909
You're Gonna Miss Me (2008 Remastered Original Mono LP Version),13th Floor Elevators,146737,0.428,0.923,0.0108,0.436,0.0985,-4.454,0.123,0.681,151.005
All I Have to Do Is Dream - Single Version; 2006 Remaster,The Everly Brothers,140373,0.581,0.368,0.788,0.0,0.157,-11.264,0.0263,0.568,103.716
